label,companyName,companyAddress,phoneNumber,city,
건설 및 건설자재,ADD Group JSC,"No 6 Nguyen Hoang, Tu Liem, Hanoi",+84936868700,HA NOI,★★★★☆
건설 및 건설자재,"Plan ADD Viet Nam Co., LTD","No 6 Nguyen Hoang, Tu Liem, Hanoi",+84936868700,HA NOI,★★★★☆
"통신, IT, SW","Worksmate Co., Ltd","No 6 Nguyen Hoang, Tu Liem, Hanoi",+84936868700,HA NOI,★★★★☆
"교육, 매체, 인쇄, 광고","Life Plaza Co., Ltd","No 6 Nguyen Hoang, Tu Liem, Hanoi",+84936868700,HA NOI,★★★★☆
제조업,"DEER'S INNOVATION VINA CO.,LTD","Lot Cn-01, Van Trung I.Z, Viet Yen, Bac Giang",+84705305376,BAC GIANG,★★☆☆☆
제조업,MK METAL VINA,"Lo CN-08, Khu Cong nghiep Van Trung, Xa Van Trung, Huyen Viet Yen, Tinh Bac Giang",+842043526061,BAC GIANG,★★★☆☆
제조업,"PROMADE VINA CO.,LTD","Lo 15, 17 Cum cong nghiep Noi Hoang, Yen Dung, Bac Giang",+84983258063,BAC GIANG,★★☆☆☆
제조업,ACE GARMENT VINA,"516 Km 2, Hoang Hoa Tham, Song Mai, Bac Giang",+842043668912,BAC GIANG,★★★☆☆
제조업,Alpha Green Tech Vina,"CN-05 Hoa Phu industrial Zone, Chau Minh Hiep Hoa district, Bac Giang province. 회비 납부 일: 2019.1 회비 납부일: 2023.06",+84369807883,BAC GIANG,★★★★☆
제조업,"Asetek Vina.Co,Ltd","A3 plot Dinh Tram industrial, Hoang Ninh Commune, Viet Yen district, Bac Giang 회비 납부 일: 2022.4",+842043574886,BAC GIANG,★★★☆☆
제조업,"ASIA BOLT VINA Co.,Ltd","FJ20, FJ21 Song Khe, Noi Hoang I.Z, Tien Phong, Yen Dung, Bac Giang",+842043661564,BAC GIANG,★★☆☆☆
제조업,ATUM VINA,"Tan Van 3, Tan Dinh, Lang Giang, Bac Gian",+842043661199,BAC GIANG,★★☆☆☆
제조업,BJ TECH VINA,"Lo D1-D2 (thue nha xuong cua Cong ty TNHH Xuan Thu), KCN Dinh Tram, Hoang Ninh, Viet Yen, Bac Giang",+84898285166,BAC GIANG,★★☆☆☆
제조업,CHEONG SAN VINA,"Lot B4, Song Khe Noi Hoang IZ, Song Khe, Bac Giang 회비 납부 일: 2018,04",+842043855554,BAC GIANG,★★★☆☆
제조업,"CHUNGDANG VINA CO, LTD","Lot CN 5, Hop Thinh industrial cluster, Hop Thinh, Hiep Hoa, Bac Giang",+842042484868,BAC GIANG,★★☆☆☆
제조업,"CNT SOLUTION VINA CO., LTD","Lot 15 -17, Noi Hoang Industrial Complex, Noi Hoang, Yen Dung, Bac Giang",+842223903160,BAC GIANG,★★☆☆☆
제조업,Cube Tag Vina,"Lo CN-09, KCN Hoa Phu, Hiep Hoa, Bac Giang 회비 납부 일: 2021.04",+842043565551,BAC GIANG,★★★☆☆
제조업,"DIABELL VINA CO.,LTD","Lot CN-02, KCN Van Trung, Van Trung, Viet Yen, Bac Giang",+842043875015,BAC GIANG,★★☆☆☆
제조업,DYT VINA,"CN-10, Van Trung I.Z, Viet Yen , Bac Giang",+842043818335,BAC GIANG,★★★☆☆
제조업,ETECH VIETNAM COMPANY LIMITED,"Lot VI, Dong Vang, KCN Dinh Tram, Nenh Town, Viet Yen, Bac Giang",+842043666188,BAC GIANG,★★★★☆
제조업,FA SYSTEMS,"Factory CN-08-18, Van Trung Industrial Park, Van Trung Commune, Viet Yen District, Bac Giang Province, Vietnam 회비 납부 일: 2021.07",+842042484882,BAC GIANG,★★★☆☆
제조업,Gigalane Vina,"A Part of Lot CN-09, Van Trung IP, Van Trung Commune, Viet Yen District, Bac Giang Province 회비 납부 일: 20/10/2023",+842043668933,BAC GIANG,★★☆☆☆
제조업,"GLASS TECH VINA Co.,Ltd","Lot 3, Dinh Tram I.Z, Viet yen, Bac Giang",+842043661495,BAC GIANG,★★☆☆☆
제조업,GLINE,"Lot B7-B8, Dinh Tram I.P, Hoang Ninh, Bac Giang",+842043662868,BAC GIANG,★★☆☆☆
제조업,"HABOK CO., LTD","Dong Dinh industrial cluster, Cao Thuong commune, Tan Yen district, Bac Giang province",+842406548468,BAC GIANG,★★★☆☆
제조업,"HYUN BO VINA.,LTD","Dong vang, KCN Dinh Tram, huyen Viet Yen, Tinh Bac Giang",+842043661860,BAC GIANG,★★☆☆☆
제조업,"INNO TECHNOLOGY VINA CO., LTD.","Lo C8-C9, Khu cong nghiep Dinh Tram, Thi Tran Nenh, huyen Viet Yen, Tinh Bac Giang, Viet Nam BRANCH: Lo C8-C9, Khu cong nghiep Dinh Tram, Thi Tran Nenh, huyen Viet Yen, Tinh Bac Giang, Viet Nam 회비 납부 일: 2022.01 회비 납부일: 2023.11",+84966042290,BAC GIANG,★★☆☆☆
제조업,"J-ONE Co.,Ltd","Hoang Mai, Hoang Ninh, Viet Yen, Bac Giang",+842043661878,BAC GIANG,★★★☆☆
제조업,"KANEGABO Co.,Ltd","#E03, Lot CN-03, Van Trung I.Z, Viet Yen, Bac Giang",+842043818080,BAC GIANG,★★☆☆☆
제조업,"ROY VINA CO.,LTD","Lot 15-17, Noi Hoang Commune, Yen Dung District, Bac Giang Province",+842043755668,BAC GIANG,★★★☆☆
제조업,SAEKWANG ENG VINA,"Part of Lot CNSG-04, Van Trung I.Z, Viet Yen, Bac Giang",+842043766227,BAC GIANG,★★★★☆
제조업,SANHA,Voi-Yen My Industrial Zone Voi town – Lang Giang – Bac Giang 회비 납부 일: 2022.05 회비 납부일: 27/03/2'+8424,+84552802737,BAC GIANG,★★★☆☆
제조업,"SEOJIN VIET NAM CO.,LTD","Lot B1, B2, B3, B6, B7 Song Khe- Noi Hoang Industrial Park (in the North), Song Khe Commune, Bac Giang City, Bac Giang Province, Vietnam. 회비 납부 일: 2021.03 회비 납부일: 2022.03",+84866731889,BAC GIANG,★★☆☆☆
제조업,SHIN SUNG VINA,"Lot B1, Song Khe I.Z, Noi Hoang, Bac Giang",+842043523041,BAC GIANG,★★☆☆☆
제조업,SMART TECH VINA COMPANY LIMITED,"Lô D14-D15, KCN Đình Trám, Hồng Thái, Việt Yên, Bắc Giang BRANCH: Lô D14-D15, KCN Đình Trám, Hồng Thái, Việt Yên, Bắc Giang 회비 납부 일: 2022.01",+842403666258,BAC GIANG,★★☆☆☆
제조업,"SONGLIM INDUSTRY VINA Co.,Ltd","Lo CN5, CCN Hop Thinh, Huyen Hiep Hoa, Bac Giang",+84948850668,BAC GIANG,★★★☆☆
제조업,TAEIN VINA,"Lim Xuyen, Song Khe, Bac Giang",+842043556383,BAC GIANG,★★☆☆☆
제조업,"UNFOLD VINA CO., LTD","Lot 15 -17, Noi Hoang Industrial Complex, Noi Hoang, Yen Dung, Bac Giang",+842043764668,BAC GIANG,★★☆☆☆
제조업,"VINA DAE-A CO.,LTD","Lot CN-10, Hoa Phu Industrial Park, Mai Dinh, Hiep Hoa, Bac Giang",+842043563888,BAC GIANG,★★★☆☆
제조업,"WONJIN VINA Co.,Ltd","Lot CN 16, Van Trung I.Z, Viet Yen, Bac Giang",+842043665300,BAC GIANG,★★☆☆☆
제조업,YJE VINA,"Lot CN-16, Van Trung I.Z, Viet Yen, Bac Giang 회비 납부 일: 2020.10 회비 납부일: 2020.10",+842043662900,BAC GIANG,★★★☆☆
제조업,"YOOJIN VINA CO.,LTD","Lot A7, Xuong Giang 2 I.P, Xuong Giang, Bac Giang",+842043825556,BAC GIANG,★★★★☆
제조업,YUSHIN TECH VINA,"Lot B7, B8, Dinh Tram I.Z, Hoang Ninh, Viet Yen, Bac Giang",+842043661453,BAC GIANG,★★★☆☆
제조업,"3H VINACOM Co.,Ltd","TS-12 Road, Tien Son I.P, Tien Du, Bac Ninh 회비 납부 일: 2023.08 회비 납부일: 08/03/2'+8424",+842223714202,BAC NINH,★★☆☆☆
제조업,"ACE CUT SYSTEM Co.,Ltd","Que Vo I.Z, Phuong Lieu, Que Vo, Bac Ninh",+842223952300,BAC NINH,★★☆☆☆
제조업,Aekyung Special Paint Hanoi,"Yen Phong Industrial Park, Long Chau Commune, Yen Phong District, Bac Ninh Province 회비 납부 일: 2022.08",+842223699205,BAC NINH,★★☆☆☆
제조업,AK CHEMTECH HA NOI,"Yen Phong I.Z, Long Chau, Yen Phong, Bac Ninh 회비 납부 일: 2015,09 회비 납부일: 2022,08",+842223699205,BAC NINH,★★★☆☆
제조업,ANYONE VINA,"Lot M, M1, Que Vo I.P (Expanded area), Nam Son, Bac Ninh",+842226259898,BAC NINH,★★☆☆☆
제조업,"ARS CO.,LTD(KERN)","Que Vo Industrial Park ( Expanded Area), Phuong Lieu Commune, Que Vo District, Bac Ninh Province. 회비 납부 일: 2021.04 회비 납부일: 2021.04",+842223952562,BAC NINH,★★☆☆☆
제조업,B.S.C VINA COMPANY LIMITED.,"KCN Khac Niem, Khac Niem, Bac Ninh",+842413908818,BAC NINH,★★★☆☆
제조업,BC SYSTEM,"Dong Tho I.P, Dong Tho, Yen Phong, Bac Ninh 회비 납부 일: 2016.11",+842223883695,BAC NINH,★★☆☆☆
제조업,Binh Minh Production Packaging & Trading Company Limited,"Ha Man Industrial zone, Tri Qua Ward, Thuan Thanh District, Bac Ninh Province 회비 납부 일: 2018.08 회비 납부일: 2022.10",+842223793686,BAC NINH,★★★☆☆
제조업,"BLISS TECH Co.,Ltd","662, CCN Khac Niem, Bac Ninh",+842223896282,BAC NINH,★★★★☆
제조업,BN KMH HITECH,"Lot (VI) VI-7.3- Que Vo II I.P, Ngoc Xa, Que Vo, Bac Ninh",+842223903265,BAC NINH,★★★☆☆
제조업,BQ TECH VINA COMPANY LIMITED,"KCN Hap Linh, Khac Niem, Bac Ninh",+842223903205,BAC NINH,★★☆☆☆
제조업,"C&Y VINA CO.,LTD","G14, QUE VO, PHUONG LIEU, QUE VO, BAC NINH",+842223952159,BAC NINH,★★☆☆☆
제조업,C-TECH,"Lot 4, Tien Son Industrial Park (Expansion area ) , Tan Hong Ward , Tu Son Commune, Bac Ninh Province 회비 납부 일: 2021.04",+842223734838,BAC NINH,★★☆☆☆
제조업,"CHEMTECH SOLUTION VINA CO.,LTD","Tien Son I.P (expanded area), Dong Nguyen, Tu Son, Tien Du, Bac Ninh",+842223906244,BAC NINH,★★★☆☆
제조업,"CKS ELECTRONICS CO.,LTD","Khac Niem I.P, Khac Niem, Bac Ninh",+842223737819,BAC NINH,★★☆☆☆
제조업,"CNM KH VIET NAM Co.,Ltd","Lot A1, Dai Dong-Hoan Son I.Z, Hoan Son, Tien Du, Bac Ninh",+842226507000,BAC NINH,★★☆☆☆
제조업,COMPKOREA VINA,"Khu lien ke KCN Que Vo, thon Do Nha, Phuong Lieu, Que Vo, Bac Ninh 회비 납부 일: 2019.12 회비 납부일: 2020.12",+842223825229,BAC NINH,★★★☆☆
제조업,COMS VINA,"Que Vo Industrial Zone, Nam Son, Bac Ninh",+842223621816,BAC NINH,★★☆☆☆
제조업,COMS VINA,"Que Vo Industrial Zone, Nam Son Commune, Bac Ninh",+842223621816,BAC NINH,★★★☆☆
제조업,CORE M-TECH VINA,"Que Vo extend area IZ (Renthouse: My A Joint Stock company), Phuong Lieu commune, Que Vo District, Bac Ninh province 회비 납부 일: 2021.04",,BAC NINH,★★★★☆
제조업,CPRO VIETNAM COMPANY LIMITED,"KCN Dong Tho, Dong Tho, Yen Phong, Bac Ninh",+842223883906,BAC NINH,★★★☆☆
제조업,DAE SANG TECH VINA,"Lot G14, Road G1C, Que Vo I.Z, (Area Expansion), Phuong Lieu, Que Vo, Bac Ninh",+842226251898,BAC NINH,★★☆☆☆
제조업,"DAEHEUNG CO.,LTD","Hap Linh I.Z, Bac Ninh",+842223737812,BAC NINH,★★☆☆☆
제조업,DAEHEUNG VIETNAM COMPANY LIMITED,"Chi Ho, Tan chi, Tien Du, Bac Ninh",+843495585130,BAC NINH,★★☆☆☆
제조업,DAEHYUNSTJB VINA,"KCN Quế võ mở rộng, Xã Phương Liễu, Huyện Quế Võ, Tỉnh Bắc Ninh 회비 납부 일: 2021.04",+842223903078,BAC NINH,★★★☆☆
제조업,DAEHYUP ST,"Lot C6-1-1, Que Vo l.P, Nam Son, Bac Ninh 회비 납부 일: 2018.12 회비 납부일: 2020.04",+842223621806,BAC NINH,★★☆☆☆
제조업,DAESUNG HI-TECH VINA CO.LTD,"Duong TS9, KCN Tien Son, Thong Giang, Tu Son, Bac Ninh",+842223734412,BAC NINH,★★☆☆☆
제조업,DAL TECH,"Lô KT1-A-1, KCN Quế Võ (khu vực mở rộng), xã Nam Sơn, Thành phố Bắc Ninh 회비 납부 일: 2021.04",,BAC NINH,★★★☆☆
제조업,DND TECHH VINA COMPANY LIMITED,"KCN Hap Linh, Hap Linh, Bac Ninh",+84353101290,BAC NINH,★★☆☆☆
제조업,DOOSUNG VINA MOTOR COMPANY LIMITED,"TS 27 Street, KCN Tien Son, Tan Hong, Tu Son, Bac Ninh",+842223907979,BAC NINH,★★★☆☆
제조업,,Hap Linh industrial zone - Bac Ninh City - Bac Ninh Province,+842223720364,BAC NINH,★★★★☆
제조업,"DOWON Co.,Ltd","TS5/TS19 Road, Tien Son I.Z, Hoan Son, Tien Du, Bac Ninh",+842223734875,BAC NINH,★★★☆☆
제조업,DR TECH VINA COMPANY LIMITED,"Ba Huyen Street, National Highway 38, Bac Ninh",+842226556592,BAC NINH,★★☆☆☆
제조업,"DS INTECH VINA Co.,ltd","Ba Huyen, Road 18, Khac Niem, Bac Ninh",+842223908858,BAC NINH,★★☆☆☆
제조업,"ECOS ELECTRONIC Co.,Ltd VIETNAM","Dai Dong - Hoan Son I.P, Hoan Son, Tien Du, Bac Ninh",+842223848101,BAC NINH,★★☆☆☆
제조업,EDIOS,"Lot CN07-4, Yen Phong Extension I.Z, Yen Trung, Yen Phong, Bac Ninh",+842223699788,BAC NINH,★★★☆☆
제조업,EO TECHNICS VIETNAM,"BT22, HUD Urban Area, Le Thai To, Vo Cuong, Bac Ninh 회비 납부 일: 2015.1",+842223825774,BAC NINH,★★☆☆☆
제조업,"ESD KOREA VINA CO.,LTD","Que Vo I.P (expanded area), Nam Son, Bac Ninh",+842223793500,BAC NINH,★★☆☆☆
제조업,"ETF Co.,Ltd","Cong ty CP truong Phat Kinh Bac, Cum CN Hap Linh, Bac Ninh 회비 납부 일: 2016.01",+842223737229,BAC NINH,★★★☆☆
제조업,FINETECH VINA TECHNOLOGY,"Yen Phong Industrial Park,Dong Phong Commune, Yen Phong Dist.,Bac Ninh Province, Vietnam 회비 납부 일: 2021.03 회비 납부일: 2022.05",+842223699348,BAC NINH,★★☆☆☆
제조업,G-MAX VINA,"Que Vo I.Z, Phuong Lieu, Que Vo, Bac Ninh",+842223952177,BAC NINH,★★★☆☆
제조업,"G2G VINA CO.,LTD","Lot CN07-4, Yen Phong Entension I.Z, Yen Trung, Yen Phong, Bac Ninh",+842223699086,BAC NINH,★★★★☆
제조업,GAJU VINA,"TS 11, Tien Son I.Z, Tu Son Bac Ninh",+842223734454,BAC NINH,★★★☆☆
제조업,"GIGALANE Co.,Ltd","Lot C1-2, Que Vo Extension I,P, Phuong Lieu, Que Vo, Bac Ninh",+842223952900,BAC NINH,★★☆☆☆
제조업,GLT VINA COMPANY LIMITED,"KCN Que Vo, Phuong Lieu, Que Vo, Bac Ninh",+84968224219,BAC NINH,★★☆☆☆
제조업,GM CLEAN TECH VINA,"Dai Dong - Hoan Son I.Z, Tien Du, Bac Ninh",+842223848163,BAC NINH,★★☆☆☆
제조업,GSI VINA COMPANY LIMITED,"KCN Khac Niem, Khac Niem, Bac Ninh",+842223908212,BAC NINH,★★★☆☆
제조업,GWANGJIN VINA,"Lot G11 Que Vo industrial Park - Phuong Lieu Commune Que Vo Dist - Bac Ninh province, Viet Nam Telephone 회비 납부 일: 2021.04",+842223952398,BAC NINH,★★☆☆☆
제조업,H-DIAMOND VINA,"Que Vo extend area IZ (Renthouse: My A Joint Stock company), Phuong Lieu commune, Que Vo District, Bac Ninh province 회비 납부 일: 2021.04",,BAC NINH,★★☆☆☆
제조업,HAESUNG IN VINA,"QUE VO INDUSTRIAL PARK EXPANDED PHUONG LIEU CONMUNE, QUE VO DISTRICT, BAC NINH PROVINCE, VIET NAM 회비 납부 일: 2021.04 회비 납부일: 2023.04",+842223903235,BAC NINH,★★★☆☆
제조업,"HANA ENG VINA CO.,LTD","Lot III.8, Thuan Thanh 3 I.Z, Thanh Khuong, Thuan Thanh, Bac Ninh",+842223798472,BAC NINH,★★☆☆☆
제조업,"HANA MICRON VIETNAM CO., LTD","HANA MICRON VIETNAM, Yen Phong Industrial Zone , Long Chau, Yen Phong District 회비 납부 일: 2017.06 회비 납부일: 2022.12",+842223699391,BAC NINH,★★★☆☆
제조업,"HANCHANGENPLA VINA Co.,Ltd","Khac Niem I.C, Khac Niem, Bac Ninh",+842223908692,BAC NINH,★★★★☆
제조업,HANJIN VIETNAM CHEMICAL,"Yen Phong I.Z, Dong Phong, Yen Phong, Bac Ninh",+842223699380,BAC NINH,★★★☆☆
제조업,HANKYONG CNT,"Dai Dong - Hoan Son I.Z, Hoan Son, Tien Du, Bac Ninh",+849989520885,BAC NINH,★★☆☆☆
제조업,"HANLIM CO., LTD","Cụm Công nghiệp Khắc Niệm,  TP Bắc Ninh, Tỉnh Bắc Ninh",+842223737268,BAC NINH,★★☆☆☆
제조업,"Hanoi You steel Co., Ltd","Que Vo industrial zone, Phuong Lieu Commune, Que Vo District, Bac Ninh Province 회비 납부 일: 2021.04",+842223952684,BAC NINH,★★☆☆☆
제조업,"HANSEO VINA Co.,Ltd","Plot B2 Dai Dang-Hoan Son I.Z, Hoan Son, Tien Du, Bac Ninh 회비 납부 일: 2019.01 회비 납부일: 2019.01",+842223848826,BAC NINH,★★★☆☆
제조업,HANSHIN POLYMER,"Lot 4, Tan Hong, Hoan Son I.Z, Tan Hong, Bac Ninh",+842223764360,BAC NINH,★★☆☆☆
제조업,HANSHIN VIETNAM E&C,"Que Vo Extension I.Z, Phuong Lieu, Que Vo, Bac Ninh",+842223952029,BAC NINH,★★☆☆☆
제조업,HANTEC VINA COMPANY LIMITED,"Factory No. 6, KCN Khac Niem, Khac Niem, Bac Ninh",+842223907020,BAC NINH,★★★☆☆
제조업,"HB TECH Co.,Ltd","Lot K-1-3 Dai Dong, Hoan Son I.Z, Tan Hong, Tu Son, Bac Ninh",+842222220415,BAC NINH,★★☆☆☆
제조업,"HILIM-BLS VINA Co.,Ltd","Yen Phong I.P, Long Chau, Yen Phong, Bac Ninh",+842222246777,BAC NINH,★★★☆☆
제조업,HJ CORP VINA,"Tien Son I.Z, Tan Hong, Tu Son, Bac Ninh",+842223764624,BAC NINH,★★★★☆
제조업,HJ TECH COMPANY LIMITED,"Room 08-C4, Cat Tuong new building, Ly Thai To, Ninh Xa, Bac Ninh.",+84395876667,BAC NINH,★★★☆☆
제조업,"HOJEONG CO.,LTD","Lot C6-1-2 and Lot C6-1-3B, KCN Dai Dong - Hoan Son, Hoan Son, Tien Du, Bac Ninh",+842223907002,BAC NINH,★★☆☆☆
제조업,HOYEON VINA COMPANY LIMITED,"National Highway 38, Ba Huyen, Khac Niem, Bac Ninh",+842223508940,BAC NINH,★★☆☆☆
제조업,"HQ PAPER CO.,LTD","Lot 6, Tan Hong Hoang Son I.Z, Bac Ninh",+842432020260,BAC NINH,★★☆☆☆
제조업,"HS CHEMICAL VIETNAM CO., LTD","Lot CN2-1,Que Vo Industrial Zone 3, Que Vo District, Bac Ninh Province, Vietnam 회비 납부 일: 2021.04",+842223952003,BAC NINH,★★★☆☆
제조업,"HS HA NOI CO.,LTD","Lot 6, Tan Hong, Hoan Son, Tien Son Extension I.Z, Bac Ninh",+842223764581,BAC NINH,★★☆☆☆
제조업,"HS TECH VINA Co.,Ltd","Thuan Thanh 3 I.Z, Thanh Khuong, Thuan Thanh, Bac Ninh",+842223798398,BAC NINH,★★☆☆☆
제조업,HYVISION VINA,"Que Vo Industry Park(Inside MY A company), Phuong Lieu Hamlet, Que Vo Dist, Bac Ninh 회비 납부 일: 2020.05 회비 납부일: 2023.1",+842223903046,BAC NINH,★★★☆☆
제조업,"IDT-VINA INDUSTRIAL Co.,Ltd","Road N1, Lot C, Dai Dong, Hoan Son I.P, Dai Dong, Tien Du, Bac Ninh",+842223714210,BAC NINH,★★☆☆☆
제조업,INO INTECH,"Lot G11, Que Vo I.Z, Phuong Lieu, Que Vo, Bac Ninh",+842223952336,BAC NINH,★★★☆☆
제조업,"INSOL VINA Co.,Ltd","Que Vo Extension I.Z, Phuong Lieu, Que Vo, Bac Ninh",+842223952333,BAC NINH,★★★★☆
제조업,"INTOPS VIETNAM CO.,LTD","Intops Xưởng 1 KCN Yên Phong, Xã Long Châu, Huyện Yên Phong, Tỉnh Bắc Ninh, Việt Nam 회비 납부 일: 2021년 회비 납부일: 2022.03",+842223699800,BAC NINH,★★★☆☆
제조업,IRE DS VINA,"Khu liền kề Khu công nghiệp Quế Võ (thuộc Khu công nghiệp Quế Võ khu mở rộng), Xã Phương Liễu, Huyện Quế Võ, Tỉnh Bắc Ninh 회비 납부 일: 2021.04",+842222221225,BAC NINH,★★☆☆☆
제조업,J CUBE VINA COMPANY LIMITED,"Factory no 7, KCN Khac Niem, Khac Niem, Bac Ninh",+84969968805,BAC NINH,★★☆☆☆
제조업,"JAANH VINA CO.,LTD","Yen Phong IZ, Yen Trung, Yen Phong, Bac Ninh",+842223699078,BAC NINH,★★☆☆☆
제조업,JEBSEN & JESSEN PACKAGING VIETNAM,"Lot K1, Que Vo I.P, Van Duong, Bac Ninh",+842223634321,BAC NINH,★★★☆☆
제조업,JEHIL VINA,"Hap Linh I.P, Bac Ninh 회비 납부 일: 2015.04",+842223720218,BAC NINH,★★☆☆☆
제조업,"JEIL FILTER VINA CO.,LTD","Ba huyen, Khac Niem, Bac Ninh",+842223737455,BAC NINH,★★☆☆☆
제조업,"JIGTECH VINA Co.,Ltd","Khac Niem I.C, Khac Niem, Bac Ninh",+842223906476,BAC NINH,★★★☆☆
제조업,"JINMYUNG HITECH Co.,Ltd","Dai Dong, Hoan Son I.Z, Hoan Son, Tien Du, Bac Ninh",+842223848808,BAC NINH,★★☆☆☆
제조업,JS HITECH VINA COMPANY LIMITED,"Ba Huyen, Highway 38, Khac Niem, Bac Ninh",+842226277333,BAC NINH,★★★☆☆
제조업,KAIROS VINA - BAC NINH,"Dai Dong, Hoan Son, Tien Du, Bac Ninh 회비 납부 일: 2012.09",+842223848882,BAC NINH,★★★★☆
제조업,KISHIN VIETNAM,"Lot F4, Que Vo I.Z, Nam Son, Bac Ninh 회비 납부 일: 2019.10 회비 납부일: 2020.10",+842223903012,BAC NINH,★★★☆☆
제조업,"KM ACT CO.,LTD.","Lot CN6-5,Yen Phong Idustrial Zone (Expansion Area),Dung Liet commune,Yen Phong district Bac Ninh province. Vietnam 회비 납부 일: 2021.05 회비 납부일: 06/05/2'+8424",,BAC NINH,★★☆☆☆
제조업,"KOREA HEAT TREATMENT CO.,LTD","Lot 5, Tan Hong-Hoan Son I.Z, Tan Hong, Tu Son, Bac Ninh",+842223600229,BAC NINH,★★☆☆☆
제조업,Kostat Vina,"No.3A, 3B, Lot CN02-1, Yen Phong Industrial Park (Extended Phase), Yen Trung commune, Yen Phong District, Bac Ninh Province, Vietnam. 회비 납부 일: 2020.02 회비 납부일: 2021.02",,BAC NINH,★★☆☆☆
제조업,"KP ENGINEERING & CONSTRUC TION Co.,Ltd / KOREA PANEL","Dai Dong, Hoan Son I.Z, Hoan Son, Tien Du, Bac Ninh BRANCH: Tan Khai 45 Ha I.Z, Thanh Binh, Hon Quan, Binh Phuoc",+842223848148,BAC NINH,★★★☆☆
제조업,"LCT Co.,Ltd","Ba Huyen, 38 highway, Khac Niem, Bac Ninh",+842226531888,BAC NINH,★★☆☆☆
제조업,"MINH DAI Co.,Ltd","Yen Phong I.Z, Yen Phong, Bac Ninh 회비 납부 일: 2020.07 회비 납부일: 2020.07",+842223888180,BAC NINH,★★☆☆☆
제조업,"MMT VINA Co., Ltd.","Lô A1, KCN Đại Đồng - Hoàn Sơn, xã Hoàn Sơn, huyện Tiên Du, tỉnh Bắc Ninh 회비 납부 일: 2021.07 회비 납부일: 25/03/2'+8424",+84904401382,BAC NINH,★★★☆☆
제조업,"NAMYANG INNOTECH VINA CO.,LTD","Tien Son I.Z, Tan Hong, Tu Son, Bac Ninh",+842223764661,BAC NINH,★★☆☆☆
제조업,"NANO CHEM TECH VIETNAM CO.,LTD","Yen Phong I.Z, Long Chau, Yen Phong, Bac Ninh",+842223699525,BAC NINH,★★★☆☆
제조업,"NANO TECH CO.,LTD","KCN Quế Võ, Phường Vân Dương, TP Bắc Ninh, Tỉnh Bắc Ninh, Vietnam 회비 납부 일: 2023.02 회비 납부일: 2'+8424.01",+842223634730,BAC NINH,★★★★☆
제조업,"NITTO VIETNAM CO.,LTD","RBF Block, No.105 Huu Nghi, VSIP Bac Ninh, Phu Chan, Tu Son, Bac Ninh",+842223765260,BAC NINH,★★★☆☆
제조업,"NOVATECH VINA Co.,Ltd","Lo CN1-3, Khu cong nghiep, Que Vo 3, Viet Hung, Que Vo, Bac Ninh 회비 납부 일: 2019.06 회비 납부일: 2019.06",,BAC NINH,★★☆☆☆
제조업,"O SUNG RF VINA Co.,Ltd","Lo CN1-1, KCN Que Vo 3, Viet Hung, Que Vo, Bac Ninh",+842223904363,BAC NINH,★★☆☆☆
제조업,O-SUNG VINA,"Cum CN Khac Niem, Khac Niem, Bac Ninh",+842226536766,BAC NINH,★★☆☆☆
제조업,"ONE F&P VINA CO.,LTD","Lot C6-1 Que Vo I.Z, Nam Son, Bac Ninh",+842223611166,BAC NINH,★★★☆☆
제조업,ONE LAY UP TECH VINA,"Hap Linh I.C, Hap Linh, Bac Ninh",+842223908162,BAC NINH,★★☆☆☆
제조업,ONE SYSTEM VINA COMPANY LIMITED,"Lot D, KCN Dai Dong- Hoan Son, Hoan Son, Tien Du, Bac Ninh",+842222220071,BAC NINH,★★☆☆☆
제조업,"P&Q VINA Co.,Ltd","Yen Phong I.z, Yen Phong, Bac Ninh",+842223699586,BAC NINH,★★★☆☆
제조업,PAN KOREA VINA,"Expanded area, Que Vo Industrial Zone, Phuong Lieu Commune, Que Vo District, Bac Ninh Province, Viet Nam 회비 납부 일: 2021.04",+842223952332,BAC NINH,★★☆☆☆
제조업,"PYUNG AHN VINA CO., LTD","Lot III - 1.2, D3 Str., Que Vo 2 Industrial Zone, Ngoc Xa Commune, Que Vo District, Bac Ninh 회비 납부 일: 2017.01 회비 납부일: 2022.10",+842223623331,BAC NINH,★★★☆☆
제조업,"RYONG IN VINA Co.,Ltd","Lot K-1-1, Que Vo Ind.(expension area), Nam Son, Bac Ninh",+842223952181,BAC NINH,★★★★☆
제조업,S.I TECH VIETNAM,"Hap Linh I.P, Bac Ninh",+842223720881,BAC NINH,★★★☆☆
제조업,SAM KWANG AIR TECH,"Lo VII 4, KCN Thuan Thanh 3, Thanh Khuong, Thuan Thanh, Bac Ninh",+842223798801,BAC NINH,★★☆☆☆
제조업,"SAM SUNG INDUSTRIAL Co.,Ltd","Dai Dong - Hoan Son I.Z, Dai Dong, Tien Du, Bac Ninh",+842223734186,BAC NINH,★★☆☆☆
제조업,SAMHWA PAINTS VINA,"Lot 080A, No 11, Street 11, VSIP Bac Ninh Integrated Township and Industrial Park, Phu Chan Commune, Tu Son Town, Bac Ninh Province, Vietnam 회비 납부 일: 2016.04 회비 납부일: 2022.03",+842223764590,BAC NINH,★★☆☆☆
제조업,"SAMPO VINA CO.,LTD","Lot B8, Que Vo I.Z, Van Duong, Bac Ninh",+842226251900,BAC NINH,★★★☆☆
